name,pageid,ns,title,contentmodel,pagelanguage,pagelanguagehtmlcode,pagelanguagedir,touched,lastrevid,length,talkid,fullurl,editurl,canonicalurl,watchers,missing,redirect,new,revision_id,article_quality,url,country,Geography,Population
Abderrahmane Meziane Chérif,76412962.0,0.0,Abderrahmane Meziane Chérif,wikitext,en,en,ltr,2024-09-27T02:43:43Z,1220757834,4961.0,76485355.0,https://en.wikipedia.org/wiki/Abderrahmane_Meziane_Ch%C3%A9rif,https://en.wikipedia.org/w/index.php?title=Abderrahmane_Meziane_Ch%C3%A9rif&action=edit,https://en.wikipedia.org/wiki/Abderrahmane_Meziane_Ch%C3%A9rif,,,,,1220757834,Start,https://en.wikipedia.org/wiki/Abderrahmane_Meziane_Chérif,Algeria,Algeria,46.8
Abdeslam Bouchouareb,50042323.0,0.0,Abdeslam Bouchouareb,wikitext,en,en,ltr,2024-09-21T14:22:54Z,1203569345,5005.0,50042337.0,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,https://en.wikipedia.org/w/index.php?title=Abdeslam_Bouchouareb&action=edit,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,,,,,1203569345,Stub,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,Algeria,Algeria,46.8
Abdessamad Archane,68780425.0,0.0,Abdessamad Archane,wikitext,en,en,ltr,2024-10-11T00:30:00Z,1245185308,2271.0,69095858.0,https://en.wikipedia.org/wiki/Abdessamad_Archane,https://en.wikipedia.org/w/index.php?title=Abdessamad_Archane&action=edit,https://en.wikipedia.org/wiki/Abdessamad_Archane,,,,,1245185308,Stub,https://en.wikipedia.org/wiki/Abdessamad_Archane,Morocco,Morocco,37.0
Abdi Hassan Buni,53058050.0,0.0,Abdi Hassan Buni,wikitext,en,en,ltr,2024-10-11T00:27:42Z,1186251111,5893.0,67279055.0,https://en.wikipedia.org/wiki/Abdi_Hassan_Buni,https://en.wikipedia.org/w/index.php?title=Abdi_Hassan_Buni&action=edit,https://en.wikipedia.org/wiki/Abdi_Hassan_Buni,,,,,1186251111,Start,https://en.wikipedia.org/wiki/Abdi_Hassan_Buni,Somalia,Somalia,18.1
Abdiaziz Hussein Hassan,63530949.0,0.0,Abdiaziz Hussein Hassan,wikitext,en,en,ltr,2024-10-11T00:29:18Z,1050666572,2752.0,63530952.0,https://en.wikipedia.org/wiki/Abdiaziz_Hussein_Hassan,https://en.wikipedia.org/w/index.php?title=Abdiaziz_Hussein_Hassan&action=edit,https://en.wikipedia.org/wiki/Abdiaziz_Hussein_Hassan,,,,,1050666572,Stub,https://en.wikipedia.org/wiki/Abdiaziz_Hussein_Hassan,Somalia,Somalia,18.1
Abdihakim Luqman,68815739.0,0.0,Abdihakim Luqman,wikitext,en,en,ltr,2024-10-05T14:42:29Z,1236505010,1026.0,68815883.0,https://en.wikipedia.org/wiki/Abdihakim_Luqman,https://en.wikipedia.org/w/index.php?title=Abdihakim_Luqman&action=edit,https://en.wikipedia.org/wiki/Abdihakim_Luqman,,,,,1236505010,Stub,https://en.wikipedia.org/wiki/Abdihakim_Luqman,Somalia,Somalia,18.1
Abdihamid Sheikh Abdisalam Isse,46401130.0,0.0,Abdihamid Sheikh Abdisalam Isse,wikitext,en,en,ltr,2024-10-11T00:26:53Z,1211653922,1380.0,46561819.0,https://en.wikipedia.org/wiki/Abdihamid_Sheikh_Abdisalam_Isse,https://en.wikipedia.org/w/index.php?title=Abdihamid_Sheikh_Abdisalam_Isse&action=edit,https://en.wikipedia.org/wiki/Abdihamid_Sheikh_Abdisalam_Isse,,,,,1211653922,Stub,https://en.wikipedia.org/wiki/Abdihamid_Sheikh_Abdisalam_Isse,Somalia,Somalia,18.1
Abdikadir Aden,75346195.0,0.0,Abdikadir Aden,wikitext,en,en,ltr,2024-09-27T02:42:26Z,1246061449,3120.0,75554760.0,https://en.wikipedia.org/wiki/Abdikadir_Aden,https://en.wikipedia.org/w/index.php?title=Abdikadir_Aden&action=edit,https://en.wikipedia.org/wiki/Abdikadir_Aden,,,,,1246061449,Start,https://en.wikipedia.org/wiki/Abdikadir_Aden,Kenya,Kenya,55.1
Abdikadir Ore Ahmed,75363730.0,0.0,Abdikadir Ore Ahmed,wikitext,en,en,ltr,2024-09-27T02:42:27Z,1246061451,2873.0,75554761.0,https://en.wikipedia.org/wiki/Abdikadir_Ore_Ahmed,https://en.wikipedia.org/w/index.php?title=Abdikadir_Ore_Ahmed&action=edit,https://en.wikipedia.org/wiki/Abdikadir_Ore_Ahmed,,,,,1246061451,Stub,https://en.wikipedia.org/wiki/Abdikadir_Ore_Ahmed,Kenya,Kenya,55.1
Abdikarim Adan Haji Diriye,72064713.0,0.0,Abdikarim Adan Haji Diriye,wikitext,en,en,ltr,2024-10-11T00:30:25Z,1211158919,3292.0,72064932.0,https://en.wikipedia.org/wiki/Abdikarim_Adan_Haji_Diriye,https://en.wikipedia.org/w/index.php?title=Abdikarim_Adan_Haji_Diriye&action=edit,https://en.wikipedia.org/wiki/Abdikarim_Adan_Haji_Diriye,,,,,1211158919,Stub,https://en.wikipedia.org/wiki/Abdikarim_Adan_Haji_Diriye,Somalia,Somalia,18.1
Abdikarim Dhaaye,60030214.0,0.0,Abdikarim Dhaaye,wikitext,en,en,ltr,2024-09-21T14:27:00Z,1177315930,2014.0,61510469.0,https://en.wikipedia.org/wiki/Abdikarim_Dhaaye,https://en.wikipedia.org/w/index.php?title=Abdikarim_Dhaaye&action=edit,https://en.wikipedia.org/wiki/Abdikarim_Dhaaye,,,,,1177315930,Stub,https://en.wikipedia.org/wiki/Abdikarim_Dhaaye,Somalia,Somalia,18.1
Abdikarin Dahir,41451995.0,0.0,Abdikarin Dahir,wikitext,en,en,ltr,2024-10-11T00:26:08Z,1240850209,1313.0,41452017.0,https://en.wikipedia.org/wiki/Abdikarin_Dahir,https://en.wikipedia.org/w/index.php?title=Abdikarin_Dahir&action=edit,https://en.wikipedia.org/wiki/Abdikarin_Dahir,,,,,1240850209,Stub,https://en.wikipedia.org/wiki/Abdikarin_Dahir,Somalia,Somalia,18.1
Abdilahi Husein Iman Darawal,68351588.0,0.0,Abdilahi Husein Iman Darawal,wikitext,en,en,ltr,2024-10-11T00:29:57Z,1171760173,2808.0,68351594.0,https://en.wikipedia.org/wiki/Abdilahi_Husein_Iman_Darawal,https://en.wikipedia.org/w/index.php?title=Abdilahi_Husein_Iman_Darawal&action=edit,https://en.wikipedia.org/wiki/Abdilahi_Husein_Iman_Darawal,,,,,1171760173,Stub,https://en.wikipedia.org/wiki/Abdilahi_Husein_Iman_Darawal,Somalia,Somalia,18.1
Abdilatif Abdalla,35271650.0,0.0,Abdilatif Abdalla,wikitext,en,en,ltr,2024-10-07T16:30:42Z,1241910337,4123.0,35312829.0,https://en.wikipedia.org/wiki/Abdilatif_Abdalla,https://en.wikipedia.org/w/index.php?title=Abdilatif_Abdalla&action=edit,https://en.wikipedia.org/wiki/Abdilatif_Abdalla,,,,,1241910337,Start,https://en.wikipedia.org/wiki/Abdilatif_Abdalla,Kenya,Kenya,55.1
Abdillahi Fadal Iman,63024626.0,0.0,Abdillahi Fadal Iman,wikitext,en,en,ltr,2024-10-11T00:29:13Z,1108538185,2204.0,63130948.0,https://en.wikipedia.org/wiki/Abdillahi_Fadal_Iman,https://en.wikipedia.org/w/index.php?title=Abdillahi_Fadal_Iman&action=edit,https://en.wikipedia.org/wiki/Abdillahi_Fadal_Iman,,,,,1108538185,Stub,https://en.wikipedia.org/wiki/Abdillahi_Fadal_Iman,Somalia,Somalia,18.1
Abdilqadir Ali Omar,46516297.0,0.0,Abdilqadir Ali Omar,wikitext,en,en,ltr,2024-10-11T00:26:54Z,1249795421,2625.0,46575258.0,https://en.wikipedia.org/wiki/Abdilqadir_Ali_Omar,https://en.wikipedia.org/w/index.php?title=Abdilqadir_Ali_Omar&action=edit,https://en.wikipedia.org/wiki/Abdilqadir_Ali_Omar,,,,,1249795421,Stub,https://en.wikipedia.org/wiki/Abdilqadir_Ali_Omar,Somalia,Somalia,18.1
Abdinur Sheikh Mohamed,43265861.0,0.0,Abdinur Sheikh Mohamed,wikitext,en,en,ltr,2024-10-11T00:26:28Z,1048396818,2453.0,43265871.0,https://en.wikipedia.org/wiki/Abdinur_Sheikh_Mohamed,https://en.wikipedia.org/w/index.php?title=Abdinur_Sheikh_Mohamed&action=edit,https://en.wikipedia.org/wiki/Abdinur_Sheikh_Mohamed,,,,,1048396818,Stub,https://en.wikipedia.org/wiki/Abdinur_Sheikh_Mohamed,Somalia,Somalia,18.1
Abdiqani Mohamoud Jidhe,63556854.0,0.0,Abdiqani Mohamoud Jidhe,wikitext,en,en,ltr,2024-10-11T00:29:19Z,1249819942,3848.0,63556859.0,https://en.wikipedia.org/wiki/Abdiqani_Mohamoud_Jidhe,https://en.wikipedia.org/w/index.php?title=Abdiqani_Mohamoud_Jidhe&action=edit,https://en.wikipedia.org/wiki/Abdiqani_Mohamoud_Jidhe,,,,,1249819942,Stub,https://en.wikipedia.org/wiki/Abdiqani_Mohamoud_Jidhe,Somalia,Somalia,18.1
Abdirahim Ali Ismail,68055224.0,0.0,Abdirahim Ali Ismail,wikitext,en,en,ltr,2024-10-11T00:29:54Z,1189471410,2898.0,68279409.0,https://en.wikipedia.org/wiki/Abdirahim_Ali_Ismail,https://en.wikipedia.org/w/index.php?title=Abdirahim_Ali_Ismail&action=edit,https://en.wikipedia.org/wiki/Abdirahim_Ali_Ismail,,,,,1189471410,Stub,https://en.wikipedia.org/wiki/Abdirahim_Ali_Ismail,Somalia,Somalia,18.1
Abdirahman Ahmed,21122412.0,0.0,Abdirahman Ahmed,wikitext,en,en,ltr,2024-10-11T14:47:15Z,1024854466,796.0,21701502.0,https://en.wikipedia.org/wiki/Abdirahman_Ahmed,https://en.wikipedia.org/w/index.php?title=Abdirahman_Ahmed&action=edit,https://en.wikipedia.org/wiki/Abdirahman_Ahmed,,,,,1024854466,Stub,https://en.wikipedia.org/wiki/Abdirahman_Ahmed,Somalia,Somalia,18.1
Abdirahman Dahir Osman,57783337.0,0.0,Abdirahman Dahir Osman,wikitext,en,en,ltr,2024-09-21T14:25:48Z,975462878,1137.0,57924449.0,https://en.wikipedia.org/wiki/Abdirahman_Dahir_Osman,https://en.wikipedia.org/w/index.php?title=Abdirahman_Dahir_Osman&action=edit,https://en.wikipedia.org/wiki/Abdirahman_Dahir_Osman,,,,,975462878,Stub,https://en.wikipedia.org/wiki/Abdirahman_Dahir_Osman,Somalia,Somalia,18.1
Abdirahman Eid Daahir,71861218.0,0.0,Abdirahman Eid Daahir,wikitext,en,en,ltr,2024-10-11T00:30:24Z,1233387219,4093.0,71919670.0,https://en.wikipedia.org/wiki/Abdirahman_Eid_Daahir,https://en.wikipedia.org/w/index.php?title=Abdirahman_Eid_Daahir&action=edit,https://en.wikipedia.org/wiki/Abdirahman_Eid_Daahir,,,,,1233387219,Start,https://en.wikipedia.org/wiki/Abdirahman_Eid_Daahir,Ethiopia,Ethiopia,126.5
Abdirahman Haji Aden Ibbi,53071867.0,0.0,Abdirahman Haji Aden Ibbi,wikitext,en,en,ltr,2024-10-11T00:27:42Z,1223694493,1709.0,54361036.0,https://en.wikipedia.org/wiki/Abdirahman_Haji_Aden_Ibbi,https://en.wikipedia.org/w/index.php?title=Abdirahman_Haji_Aden_Ibbi&action=edit,https://en.wikipedia.org/wiki/Abdirahman_Haji_Aden_Ibbi,,,,,1223694493,Stub,https://en.wikipedia.org/wiki/Abdirahman_Haji_Aden_Ibbi,Somalia,Somalia,18.1
Abdirahman Janaqow,8858597.0,0.0,Abdirahman Janaqow,wikitext,en,en,ltr,2024-10-11T00:20:00Z,1202660894,3057.0,10875531.0,https://en.wikipedia.org/wiki/Abdirahman_Janaqow,https://en.wikipedia.org/w/index.php?title=Abdirahman_Janaqow&action=edit,https://en.wikipedia.org/wiki/Abdirahman_Janaqow,,,,,1202660894,Start,https://en.wikipedia.org/wiki/Abdirahman_Janaqow,Somalia,Somalia,18.1
Abdirizak Jurile,52737191.0,0.0,Abdirizak Jurile,wikitext,en,en,ltr,2024-10-11T00:27:40Z,1220585287,5630.0,52764757.0,https://en.wikipedia.org/wiki/Abdirizak_Jurile,https://en.wikipedia.org/w/index.php?title=Abdirizak_Jurile&action=edit,https://en.wikipedia.org/wiki/Abdirizak_Jurile,,,,,1220585287,Start,https://en.wikipedia.org/wiki/Abdirizak_Jurile,Somalia,Somalia,18.1
Abdou Soulé Elbak,3585691.0,0.0,Abdou Soulé Elbak,wikitext,en,en,ltr,2024-10-05T14:24:43Z,1247353598,1276.0,6281136.0,https://en.wikipedia.org/wiki/Abdou_Soul%C3%A9_Elbak,https://en.wikipedia.org/w/index.php?title=Abdou_Soul%C3%A9_Elbak&action=edit,https://en.wikipedia.org/wiki/Abdou_Soul%C3%A9_Elbak,,,,,1247353598,Stub,https://en.wikipedia.org/wiki/Abdou_Soulé_Elbak,Comoros,Comoros,0.9
Abdoul Aziz Mbaye,66608029.0,0.0,Abdoul Aziz Mbaye,wikitext,en,en,ltr,2024-09-27T02:29:01Z,1167669897,5250.0,66609830.0,https://en.wikipedia.org/wiki/Abdoul_Aziz_Mbaye,https://en.wikipedia.org/w/index.php?title=Abdoul_Aziz_Mbaye&action=edit,https://en.wikipedia.org/wiki/Abdoul_Aziz_Mbaye,,,,,1167669897,Start,https://en.wikipedia.org/wiki/Abdoul_Aziz_Mbaye,Senegal,Senegal,18.3
Abdoulie Bojang,53425916.0,0.0,Abdoulie Bojang,wikitext,en,en,ltr,2024-09-27T02:06:30Z,1233734473,3400.0,53485116.0,https://en.wikipedia.org/wiki/Abdoulie_Bojang,https://en.wikipedia.org/w/index.php?title=Abdoulie_Bojang&action=edit,https://en.wikipedia.org/wiki/Abdoulie_Bojang,,,,,1233734473,Stub,https://en.wikipedia.org/wiki/Abdoulie_Bojang,Gambia,Gambia,2.8
Abdoulkarim Goukoye,69381634.0,0.0,Abdoulkarim Goukoye,wikitext,en,en,ltr,2024-09-27T02:33:41Z,1167401003,2941.0,69449116.0,https://en.wikipedia.org/wiki/Abdoulkarim_Goukoye,https://en.wikipedia.org/w/index.php?title=Abdoulkarim_Goukoye&action=edit,https://en.wikipedia.org/wiki/Abdoulkarim_Goukoye,,,,,1167401003,Stub,https://en.wikipedia.org/wiki/Abdoulkarim_Goukoye,Niger,Niger,27.2
Abduhalim Nazarzoda,54964031.0,0.0,Abduhalim Nazarzoda,wikitext,en,en,ltr,2024-10-05T14:38:32Z,1244341302,5299.0,54964381.0,https://en.wikipedia.org/wiki/Abduhalim_Nazarzoda,https://en.wikipedia.org/w/index.php?title=Abduhalim_Nazarzoda&action=edit,https://en.wikipedia.org/wiki/Abduhalim_Nazarzoda,,,,,1244341302,Start,https://en.wikipedia.org/wiki/Abduhalim_Nazarzoda,Tajikistan,Tajikistan,10.2
Abdul Aziz Bin Khalid Al-Ghanim,62774491.0,0.0,Abdul Aziz Bin Khalid Al-Ghanim,wikitext,en,en,ltr,2024-10-11T00:29:10Z,1209227067,2611.0,64189125.0,https://en.wikipedia.org/wiki/Abdul_Aziz_Bin_Khalid_Al-Ghanim,https://en.wikipedia.org/w/index.php?title=Abdul_Aziz_Bin_Khalid_Al-Ghanim&action=edit,https://en.wikipedia.org/wiki/Abdul_Aziz_Bin_Khalid_Al-Ghanim,,,,,1209227067,Stub,https://en.wikipedia.org/wiki/Abdul_Aziz_Bin_Khalid_Al-Ghanim,Qatar,Qatar,2.7
Abdul Aziz Kurd,27610202.0,0.0,Abdul Aziz Kurd,wikitext,en,en,ltr,2024-10-07T16:30:31Z,1235267463,3815.0,36367711.0,https://en.wikipedia.org/wiki/Abdul_Aziz_Kurd,https://en.wikipedia.org/w/index.php?title=Abdul_Aziz_Kurd&action=edit,https://en.wikipedia.org/wiki/Abdul_Aziz_Kurd,,,,,1235267463,Start,https://en.wikipedia.org/wiki/Abdul_Aziz_Kurd,Pakistan,Pakistan,240.5
Abdul Aziz bin Husain,42256650.0,0.0,Abdul Aziz bin Husain,wikitext,en,en,ltr,2024-09-29T23:33:10Z,1248516426,11595.0,42256167.0,https://en.wikipedia.org/wiki/Abdul_Aziz_bin_Husain,https://en.wikipedia.org/w/index.php?title=Abdul_Aziz_bin_Husain&action=edit,https://en.wikipedia.org/wiki/Abdul_Aziz_bin_Husain,,,,,1248516426,C,https://en.wikipedia.org/wiki/Abdul_Aziz_bin_Husain,Malaysia,Malaysia,33.4
Abdul Baqi Turkistani,27428272.0,0.0,Abdul Baqi Turkistani,wikitext,en,en,ltr,2024-09-27T01:07:35Z,1231655023,1357.0,27595416.0,https://en.wikipedia.org/wiki/Abdul_Baqi_Turkistani,https://en.wikipedia.org/w/index.php?title=Abdul_Baqi_Turkistani&action=edit,https://en.wikipedia.org/wiki/Abdul_Baqi_Turkistani,,,,,1231655023,Stub,https://en.wikipedia.org/wiki/Abdul_Baqi_Turkistani,Afghanistan,Afghanistan,42.4
Abdul Gani (soldier),16795926.0,0.0,Abdul Gani (soldier),wikitext,en,en,ltr,2024-10-07T20:47:36Z,1246543437,5105.0,19026521.0,https://en.wikipedia.org/wiki/Abdul_Gani_(soldier),https://en.wikipedia.org/w/index.php?title=Abdul_Gani_(soldier)&action=edit,https://en.wikipedia.org/wiki/Abdul_Gani_(soldier),,,,,1246543437,Start,https://en.wikipedia.org/wiki/Abdul_Gani_(soldier),Pakistan,Pakistan,240.5
Abdul Ghafoor Khan Durrani,21764598.0,0.0,Abdul Ghafoor Khan Durrani,wikitext,en,en,ltr,2024-10-11T00:22:32Z,1212854333,2509.0,23030421.0,https://en.wikipedia.org/wiki/Abdul_Ghafoor_Khan_Durrani,https://en.wikipedia.org/w/index.php?title=Abdul_Ghafoor_Khan_Durrani&action=edit,https://en.wikipedia.org/wiki/Abdul_Ghafoor_Khan_Durrani,,,,,1212854333,Stub,https://en.wikipedia.org/wiki/Abdul_Ghafoor_Khan_Durrani,Pakistan,Pakistan,240.5
Abdul Ghafor Zori,27656055.0,0.0,Abdul Ghafor Zori,wikitext,en,en,ltr,2024-10-05T14:31:53Z,1136614520,2711.0,28093426.0,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,https://en.wikipedia.org/w/index.php?title=Abdul_Ghafor_Zori&action=edit,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,,,,,1136614520,Stub,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,Afghanistan,Afghanistan,42.4
Abdul Ghani Ghani,29443640.0,0.0,Abdul Ghani Ghani,wikitext,en,en,ltr,2024-10-11T00:23:52Z,1227026187,1292.0,29453228.0,https://en.wikipedia.org/wiki/Abdul_Ghani_Ghani,https://en.wikipedia.org/w/index.php?title=Abdul_Ghani_Ghani&action=edit,https://en.wikipedia.org/wiki/Abdul_Ghani_Ghani,,,,,1227026187,Stub,https://en.wikipedia.org/wiki/Abdul_Ghani_Ghani,Afghanistan,Afghanistan,42.4
Abdul Halim Ghaznavi,52225799.0,0.0,Abdul Halim Ghaznavi,wikitext,en,en,ltr,2024-10-11T16:51:33Z,1237265302,6186.0,52225814.0,https://en.wikipedia.org/wiki/Abdul_Halim_Ghaznavi,https://en.wikipedia.org/w/index.php?title=Abdul_Halim_Ghaznavi&action=edit,https://en.wikipedia.org/wiki/Abdul_Halim_Ghaznavi,,,,,1237265302,Start,https://en.wikipedia.org/wiki/Abdul_Halim_Ghaznavi,Bangladesh,Bangladesh,173.5
Abdul Hamid Dbeibeh,66630481.0,0.0,Abdul Hamid Dbeibeh,wikitext,en,en,ltr,2024-10-11T00:29:44Z,1248662391,15539.0,66648903.0,https://en.wikipedia.org/wiki/Abdul_Hamid_Dbeibeh,https://en.wikipedia.org/w/index.php?title=Abdul_Hamid_Dbeibeh&action=edit,https://en.wikipedia.org/wiki/Abdul_Hamid_Dbeibeh,,,,,1248662391,C,https://en.wikipedia.org/wiki/Abdul_Hamid_Dbeibeh,Libya,Libya,6.9
Abdul Hamid Sebba,67354580.0,0.0,Abdul Hamid Sebba,wikitext,en,en,ltr,2024-10-08T02:22:55Z,1250026721,1229.0,67358331.0,https://en.wikipedia.org/wiki/Abdul_Hamid_Sebba,https://en.wikipedia.org/w/index.php?title=Abdul_Hamid_Sebba&action=edit,https://en.wikipedia.org/wiki/Abdul_Hamid_Sebba,,,,,1250026721,Stub,https://en.wikipedia.org/wiki/Abdul_Hamid_Sebba,Brazil,Brazil,204.0
Abdul Karim Misaq,69128654.0,0.0,Abdul Karim Misaq,wikitext,en,en,ltr,2024-10-11T00:30:03Z,1235405154,2938.0,69128772.0,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,https://en.wikipedia.org/w/index.php?title=Abdul_Karim_Misaq&action=edit,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,,,,,1235405154,Stub,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,Afghanistan,Afghanistan,42.4
Abdul Karim Zaidan,77156210.0,0.0,Abdul Karim Zaidan,wikitext,en,en,ltr,2024-09-27T02:44:31Z,1247382115,3915.0,77156681.0,https://en.wikipedia.org/wiki/Abdul_Karim_Zaidan,https://en.wikipedia.org/w/index.php?title=Abdul_Karim_Zaidan&action=edit,https://en.wikipedia.org/wiki/Abdul_Karim_Zaidan,,,,,1247382115,Start,https://en.wikipedia.org/wiki/Abdul_Karim_Zaidan,Iraq,Iraq,45.5
Abdul Latif Daeng Masikki,51739189.0,0.0,Abdul Latif Daeng Masikki,wikitext,en,en,ltr,2024-09-27T02:03:25Z,1244188283,1262.0,51811338.0,https://en.wikipedia.org/wiki/Abdul_Latif_Daeng_Masikki,https://en.wikipedia.org/w/index.php?title=Abdul_Latif_Daeng_Masikki&action=edit,https://en.wikipedia.org/wiki/Abdul_Latif_Daeng_Masikki,,,,,1244188283,Stub,https://en.wikipedia.org/wiki/Abdul_Latif_Daeng_Masikki,Indonesia,Indonesia,278.7
Abdul Majeed Mahir,38954903.0,0.0,Abdul Majeed Mahir,wikitext,en,en,ltr,2024-10-11T01:04:26Z,1249604493,5142.0,39556615.0,https://en.wikipedia.org/wiki/Abdul_Majeed_Mahir,https://en.wikipedia.org/w/index.php?title=Abdul_Majeed_Mahir&action=edit,https://en.wikipedia.org/wiki/Abdul_Majeed_Mahir,,,,,1249604493,Start,https://en.wikipedia.org/wiki/Abdul_Majeed_Mahir,Maldives,Maldives,0.6
Abdul Majid Samim,27678731.0,0.0,Abdul Majid Samim,wikitext,en,en,ltr,2024-09-21T14:15:31Z,1225425205,3823.0,28093433.0,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,https://en.wikipedia.org/w/index.php?title=Abdul_Majid_Samim&action=edit,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,,,,,1225425205,Stub,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,Afghanistan,Afghanistan,42.4
Abdul Malik Fadjar,65253089.0,0.0,Abdul Malik Fadjar,wikitext,en,en,ltr,2024-09-27T02:26:47Z,1185931368,876.0,65253091.0,https://en.wikipedia.org/wiki/Abdul_Malik_Fadjar,https://en.wikipedia.org/w/index.php?title=Abdul_Malik_Fadjar&action=edit,https://en.wikipedia.org/wiki/Abdul_Malik_Fadjar,,,,,1185931368,Stub,https://en.wikipedia.org/wiki/Abdul_Malik_Fadjar,Indonesia,Indonesia,278.7
Abdul Motaleb,75746104.0,0.0,Abdul Motaleb,wikitext,en,en,ltr,2024-10-05T14:43:45Z,1245374567,1797.0,75751517.0,https://en.wikipedia.org/wiki/Abdul_Motaleb,https://en.wikipedia.org/w/index.php?title=Abdul_Motaleb&action=edit,https://en.wikipedia.org/wiki/Abdul_Motaleb,,,,,1245374567,Stub,https://en.wikipedia.org/wiki/Abdul_Motaleb,Bangladesh,Bangladesh,173.5
Abdul Qader Barmada,69210146.0,0.0,Abdul Qader Barmada,wikitext,en,en,ltr,2024-10-11T00:30:03Z,1207792124,3727.0,69211421.0,https://en.wikipedia.org/wiki/Abdul_Qader_Barmada,https://en.wikipedia.org/w/index.php?title=Abdul_Qader_Barmada&action=edit,https://en.wikipedia.org/wiki/Abdul_Qader_Barmada,,,,,1207792124,Stub,https://en.wikipedia.org/wiki/Abdul_Qader_Barmada,Syria,Syria,23.2
Abdul Qader Qahtan,39107845.0,0.0,Abdul Qader Qahtan,wikitext,en,en,ltr,2024-10-05T14:34:34Z,1224446773,3928.0,39107893.0,https://en.wikipedia.org/wiki/Abdul_Qader_Qahtan,https://en.wikipedia.org/w/index.php?title=Abdul_Qader_Qahtan&action=edit,https://en.wikipedia.org/wiki/Abdul_Qader_Qahtan,,,,,1224446773,Start,https://en.wikipedia.org/wiki/Abdul_Qader_Qahtan,Yemen,Yemen,34.4
Abdul Raheem Abdulla,75394627.0,0.0,Abdul Raheem Abdulla,wikitext,en,en,ltr,2024-10-11T00:30:48Z,1248364678,10695.0,75462678.0,https://en.wikipedia.org/wiki/Abdul_Raheem_Abdulla,https://en.wikipedia.org/w/index.php?title=Abdul_Raheem_Abdulla&action=edit,https://en.wikipedia.org/wiki/Abdul_Raheem_Abdulla,,,,,1248364678,C,https://en.wikipedia.org/wiki/Abdul_Raheem_Abdulla,Maldives,Maldives,0.6
Abdul Rahim Ayoubi,44482763.0,0.0,Abdul Rahim Ayoubi,wikitext,en,en,ltr,2024-10-11T16:51:32Z,1226326055,7313.0,44489967.0,https://en.wikipedia.org/wiki/Abdul_Rahim_Ayoubi,https://en.wikipedia.org/w/index.php?title=Abdul_Rahim_Ayoubi&action=edit,https://en.wikipedia.org/wiki/Abdul_Rahim_Ayoubi,,,,,1226326055,Start,https://en.wikipedia.org/wiki/Abdul_Rahim_Ayoubi,Afghanistan,Afghanistan,42.4
Abdul Rahman bin Hamad Al Attiyah,30155253.0,0.0,Abdul Rahman bin Hamad Al Attiyah,wikitext,en,en,ltr,2024-10-11T00:23:57Z,1245069557,6828.0,30156595.0,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Hamad_Al_Attiyah,https://en.wikipedia.org/w/index.php?title=Abdul_Rahman_bin_Hamad_Al_Attiyah&action=edit,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Hamad_Al_Attiyah,,,,,1245069557,Start,https://en.wikipedia.org/wiki/Abdul_Rahman_bin_Hamad_Al_Attiyah,Qatar,Qatar,2.7
Abdul Salam Zaeef,627316.0,0.0,Abdul Salam Zaeef,wikitext,en,en,ltr,2024-10-08T00:31:40Z,1243758857,25071.0,6597825.0,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,https://en.wikipedia.org/w/index.php?title=Abdul_Salam_Zaeef&action=edit,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,32.0,,,,1243758857,GA,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,Afghanistan,Afghanistan,42.4
Abdul Sattar Mirzakwal,68481190.0,0.0,Abdul Sattar Mirzakwal,wikitext,en,en,ltr,2024-09-27T02:32:19Z,1145249317,2014.0,68481193.0,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,https://en.wikipedia.org/w/index.php?title=Abdul_Sattar_Mirzakwal&action=edit,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,,,,,1145249317,Stub,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,Afghanistan,Afghanistan,42.4
Abdul Wahab Al-Dailami,67770332.0,0.0,Abdul Wahab Al-Dailami,wikitext,en,en,ltr,2024-10-11T00:29:52Z,1189134411,2953.0,67780410.0,https://en.wikipedia.org/wiki/Abdul_Wahab_Al-Dailami,https://en.wikipedia.org/w/index.php?title=Abdul_Wahab_Al-Dailami&action=edit,https://en.wikipedia.org/wiki/Abdul_Wahab_Al-Dailami,,,,,1189134411,Start,https://en.wikipedia.org/wiki/Abdul_Wahab_Al-Dailami,Yemen,Yemen,34.4
